Temperatur;Luftfeuchtigkeit;Timestamp
30.02823;59.91912;(2023, 8, 23, 13, 40, 36)
30.05493;60.01526;(2023, 8, 23, 13, 40, 37)
30.0843;60.16785;(2023, 8, 23, 13, 40, 38)
30.05493;60.3006;(2023, 8, 23, 13, 40, 39)
30.11368;60.55085;(2023, 8, 23, 13, 40, 40)
30.07095;60.795;(2023, 8, 23, 13, 40, 41)
30.05493;60.75838;(2023, 8, 23, 13, 40, 42)
30.05493;60.55238;(2023, 8, 23, 13, 40, 43)
30.0843;60.4654;(2023, 8, 23, 13, 40, 44)
30.07095;60.5005;(2023, 8, 23, 13, 40, 45)
30.07095;60.46387;(2023, 8, 23, 13, 40, 46)
30.0843;60.35096;(2023, 8, 23, 13, 40, 47)
30.11368;60.35554;(2023, 8, 23, 13, 40, 48)
30.07095;60.37232;(2023, 8, 23, 13, 40, 49)
30.0843;60.38605;(2023, 8, 23, 13, 40, 50)
30.07095;60.31433;(2023, 8, 23, 13, 40, 51)
30.11368;60.25483;(2023, 8, 23, 13, 40, 52)
30.09766;60.18158;(2023, 8, 23, 13, 40, 53)
30.0843;60.16785;(2023, 8, 23, 13, 40, 54)
30.0843;60.12207;(2023, 8, 23, 13, 40, 55)
30.11368;60.0351;(2023, 8, 23, 13, 40, 56)
30.0843;60.06256;(2023, 8, 23, 13, 40, 57)
30.09766;60.03357;(2023, 8, 23, 13, 40, 58)
30.12703;60.06104;(2023, 8, 23, 13, 40, 59)
30.11368;60.07019;(2023, 8, 23, 13, 41, 0)
30.12703;60.1175;(2023, 8, 23, 13, 41, 1)
30.11368;60.20752;(2023, 8, 23, 13, 41, 2)
30.12703;60.31433;(2023, 8, 23, 13, 41, 3)
30.11368;60.35554;(2023, 8, 23, 13, 41, 4)
30.14038;60.30365;(2023, 8, 23, 13, 41, 5)
30.12703;60.15259;(2023, 8, 23, 13, 41, 6)
30.12703;60.08393;(2023, 8, 23, 13, 41, 7)
30.12703;60.04883;(2023, 8, 23, 13, 41, 8)
30.12703;60.16632;(2023, 8, 23, 13, 41, 9)
30.14038;60.18921;(2023, 8, 23, 13, 41, 10)
30.14038;60.18921;(2023, 8, 23, 13, 41, 11)
30.14038;60.08545;(2023, 8, 23, 13, 41, 12)
30.14038;60.029;(2023, 8, 23, 13, 41, 13)
30.12703;59.93438;(2023, 8, 23, 13, 41, 14)
30.12703;59.85504;(2023, 8, 23, 13, 41, 15)
30.12703;60.14038;(2023, 8, 23, 13, 41, 16)
30.16975;60.36469;(2023, 8, 23, 13, 41, 17)
30.12703;60.47456;(2023, 8, 23, 13, 41, 18)
30.15373;60.45472;(2023, 8, 23, 13, 41, 19)
30.14038;60.35096;(2023, 8, 23, 13, 41, 20)
30.12703;60.3357;(2023, 8, 23, 13, 41, 21)
30.14038;60.24567;(2023, 8, 23, 13, 41, 22)
30.12703;60.19837;(2023, 8, 23, 13, 41, 23)
30.12703;60.15259;(2023, 8, 23, 13, 41, 24)
30.11368;60.02442;(2023, 8, 23, 13, 41, 25)
30.11368;59.94354;(2023, 8, 23, 13, 41, 26)
30.12703;59.90997;(2023, 8, 23, 13, 41, 27)
30.12703;59.84283;(2023, 8, 23, 13, 41, 28)
30.12703;59.81842;(2023, 8, 23, 13, 41, 29)
30.11368;59.8291;(2023, 8, 23, 13, 41, 30)
30.12703;59.81842;(2023, 8, 23, 13, 41, 31)
30.09766;59.79095;(2023, 8, 23, 13, 41, 32)
30.12703;59.81842;(2023, 8, 23, 13, 41, 33)
30.12703;59.96949;(2023, 8, 23, 13, 41, 34)
30.09766;60.04425;(2023, 8, 23, 13, 41, 35)
30.09766;60.04425;(2023, 8, 23, 13, 41, 36)
30.09766;60.10224;(2023, 8, 23, 13, 41, 37)
30.12703;60.27771;(2023, 8, 23, 13, 41, 38)
30.14038;60.63783;(2023, 8, 23, 13, 41, 39)
30.09766;60.79042;(2023, 8, 23, 13, 41, 40)
30.11368;60.67597;(2023, 8, 23, 13, 41, 41)
30.14038;60.52033;(2023, 8, 23, 13, 41, 42)
30.09766;60.3418;(2023, 8, 23, 13, 41, 43)
30.14038;60.23499;(2023, 8, 23, 13, 41, 44)
30.12703;60.20905;(2023, 8, 23, 13, 41, 45)
30.11368;60.09308;(2023, 8, 23, 13, 41, 46)
30.14038;60.06256;(2023, 8, 23, 13, 41, 47)
30.14038;60.17701;(2023, 8, 23, 13, 41, 48)
30.12703;60.18616;(2023, 8, 23, 13, 41, 49)
30.09766;60.05646;(2023, 8, 23, 13, 41, 50)
30.09766;59.96491;(2023, 8, 23, 13, 41, 51)
30.11368;59.93286;(2023, 8, 23, 13, 41, 52)
30.12703;59.90081;(2023, 8, 23, 13, 41, 53)
30.11368;59.90692;(2023, 8, 23, 13, 41, 54)
30.11368;59.85199;(2023, 8, 23, 13, 41, 55)
30.12703;59.84283;(2023, 8, 23, 13, 41, 56)
30.09766;59.80468;(2023, 8, 23, 13, 41, 57)
30.0843;59.77722;(2023, 8, 23, 13, 41, 58)
30.11368;59.76043;(2023, 8, 23, 13, 41, 59)
30.09766;59.77874;(2023, 8, 23, 13, 42, 0)
30.11368;59.71466;(2023, 8, 23, 13, 42, 1)
30.11368;59.73755;(2023, 8, 23, 13, 42, 2)
30.11368;59.80621;(2023, 8, 23, 13, 42, 3)
30.0843;59.76806;(2023, 8, 23, 13, 42, 4)
30.09766;59.89624;(2023, 8, 23, 13, 42, 5)
30.09766;59.97406;(2023, 8, 23, 13, 42, 6)
30.09766;60.10224;(2023, 8, 23, 13, 42, 7)
30.11368;60.10376;(2023, 8, 23, 13, 42, 8)
30.12703;60.07172;(2023, 8, 23, 13, 42, 9)
30.15373;60.19074;(2023, 8, 23, 13, 42, 10)
30.18311;60.34638;(2023, 8, 23, 13, 42, 11)
30.15373;60.37385;(2023, 8, 23, 13, 42, 12)
30.16975;60.30823;(2023, 8, 23, 13, 42, 13)
30.16975;60.23041;(2023, 8, 23, 13, 42, 14)
30.20981;60.24567;(2023, 8, 23, 13, 42, 15)
30.16975;60.34485;(2023, 8, 23, 13, 42, 16)
30.16975;60.29908;(2023, 8, 23, 13, 42, 17)
30.16975;60.26398;(2023, 8, 23, 13, 42, 18)
30.18311;60.12665;(2023, 8, 23, 13, 42, 19)
30.18311;60.01526;(2023, 8, 23, 13, 42, 20)
30.18311;59.92065;(2023, 8, 23, 13, 42, 21)
30.16975;59.83825;(2023, 8, 23, 13, 42, 22)
30.15373;59.82299;(2023, 8, 23, 13, 42, 23)
30.14038;59.76501;(2023, 8, 23, 13, 42, 24)
30.16975;59.75891;(2023, 8, 23, 13, 42, 25)
30.18311;59.73755;(2023, 8, 23, 13, 42, 26)
30.14038;59.86877;(2023, 8, 23, 13, 42, 27)
30.16975;59.94201;(2023, 8, 23, 13, 42, 28)
30.19646;60.03815;(2023, 8, 23, 13, 42, 29)
30.16975;60.12513;(2023, 8, 23, 13, 42, 30)
30.18311;60.23194;(2023, 8, 23, 13, 42, 31)
30.18311;60.30976;(2023, 8, 23, 13, 42, 32)
30.16975;60.27314;(2023, 8, 23, 13, 42, 33)
30.16975;60.23041;(2023, 8, 23, 13, 42, 34)
30.16975;60.16175;(2023, 8, 23, 13, 42, 35)
30.18311;60.18464;(2023, 8, 23, 13, 42, 36)
30.18311;60.25483;(2023, 8, 23, 13, 42, 37)
30.18311;60.20752;(2023, 8, 23, 13, 42, 38)
30.18311;60.25483;(2023, 8, 23, 13, 42, 39)
30.20981;60.33722;(2023, 8, 23, 13, 42, 40)
30.22583;60.44556;(2023, 8, 23, 13, 42, 41)
30.19646;60.40437;(2023, 8, 23, 13, 42, 42)
30.20981;60.24567;(2023, 8, 23, 13, 42, 43)
30.19646;60.1175;(2023, 8, 23, 13, 42, 44)
30.20981;60.00611;(2023, 8, 23, 13, 42, 45)
30.20981;59.92523;(2023, 8, 23, 13, 42, 46)
30.18311;59.8413;(2023, 8, 23, 13, 42, 47)
30.19646;59.77417;(2023, 8, 23, 13, 42, 48)
30.18311;59.80621;(2023, 8, 23, 13, 42, 49)
30.18311;59.8413;(2023, 8, 23, 13, 42, 50)
30.19646;59.84283;(2023, 8, 23, 13, 42, 51)
30.19646;59.75128;(2023, 8, 23, 13, 42, 52)
30.19646;59.76348;(2023, 8, 23, 13, 42, 53)
30.25253;59.77417;(2023, 8, 23, 13, 42, 54)
30.23918;59.95575;(2023, 8, 23, 13, 42, 55)
30.26855;60.14344;(2023, 8, 23, 13, 42, 56)
30.29526;60.25025;(2023, 8, 23, 13, 42, 57)
30.29526;60.33112;(2023, 8, 23, 13, 42, 58)
30.30861;60.47303;(2023, 8, 23, 13, 42, 59)
30.30861;60.56458;(2023, 8, 23, 13, 43, 0)
30.33798;60.59205;(2023, 8, 23, 13, 43, 1)
30.35133;60.59357;(2023, 8, 23, 13, 43, 2)
30.36469;60.51575;(2023, 8, 23, 13, 43, 3)
30.38071;60.42725;(2023, 8, 23, 13, 43, 4)
30.39407;60.383;(2023, 8, 23, 13, 43, 5)
30.40742;60.39674;(2023, 8, 23, 13, 43, 6)
30.43679;60.37843;(2023, 8, 23, 13, 43, 7)
30.45014;60.3006;(2023, 8, 23, 13, 43, 8)
30.43679;60.13886;(2023, 8, 23, 13, 43, 9)
30.46349;60.05188;(2023, 8, 23, 13, 43, 10)
30.45014;59.87487;(2023, 8, 23, 13, 43, 11)
30.43679;59.99848;(2023, 8, 23, 13, 43, 12)
30.46349;60.07172;(2023, 8, 23, 13, 43, 13)
30.42344;59.8825;(2023, 8, 23, 13, 43, 14)
30.43679;59.71313;(2023, 8, 23, 13, 43, 15)
30.40742;59.55749;(2023, 8, 23, 13, 43, 16)
30.42344;59.46746;(2023, 8, 23, 13, 43, 17)
30.42344;59.3988;(2023, 8, 23, 13, 43, 18)
30.42344;59.34234;(2023, 8, 23, 13, 43, 19)
30.43679;59.36675;(2023, 8, 23, 13, 43, 20)
30.43679;59.29809;(2023, 8, 23, 13, 43, 21)
30.40742;59.24773;(2023, 8, 23, 13, 43, 22)
30.42344;59.30724;(2023, 8, 23, 13, 43, 23)
30.42344;59.28436;(2023, 8, 23, 13, 43, 24)
30.42344;59.23858;(2023, 8, 23, 13, 43, 25)
30.38071;59.19738;(2023, 8, 23, 13, 43, 26)
30.38071;59.1867;(2023, 8, 23, 13, 43, 27)
30.36469;59.3103;(2023, 8, 23, 13, 43, 28)
30.36469;59.41253;(2023, 8, 23, 13, 43, 29)
30.38071;59.55291;(2023, 8, 23, 13, 43, 30)
30.35133;59.51324;(2023, 8, 23, 13, 43, 31)
30.36469;59.73297;(2023, 8, 23, 13, 43, 32)
30.33798;59.77722;(2023, 8, 23, 13, 43, 33)
30.32463;59.68261;(2023, 8, 23, 13, 43, 34)
30.32463;59.57733;(2023, 8, 23, 13, 43, 35)
30.33798;59.47662;(2023, 8, 23, 13, 43, 36)
30.32463;59.37133;(2023, 8, 23, 13, 43, 37)
30.33798;59.37438;(2023, 8, 23, 13, 43, 38)
30.32463;59.32555;(2023, 8, 23, 13, 43, 39)
30.32463;59.33776;(2023, 8, 23, 13, 43, 40)
30.30861;59.30114;(2023, 8, 23, 13, 43, 41)
30.30861;59.33471;(2023, 8, 23, 13, 43, 42)
30.30861;59.3103;(2023, 8, 23, 13, 43, 43)
30.29526;59.42474;(2023, 8, 23, 13, 43, 44)
30.26855;59.43084;(2023, 8, 23, 13, 43, 45)
30.29526;59.41253;(2023, 8, 23, 13, 43, 46)
30.26855;59.42016;(2023, 8, 23, 13, 43, 47)
30.28191;59.38811;(2023, 8, 23, 13, 43, 48)
30.26855;59.39422;(2023, 8, 23, 13, 43, 49)
30.28191;59.35302;(2023, 8, 23, 13, 43, 50)
30.25253;59.3698;(2023, 8, 23, 13, 43, 51)
30.26855;59.3164;(2023, 8, 23, 13, 43, 52)
30.26855;59.33776;(2023, 8, 23, 13, 43, 53)
30.28191;59.33013;(2023, 8, 23, 13, 43, 54)
30.26855;59.42016;(2023, 8, 23, 13, 43, 55)
30.29526;59.45831;(2023, 8, 23, 13, 43, 56)
30.28191;59.45678;(2023, 8, 23, 13, 43, 57)
30.28191;59.46746;(2023, 8, 23, 13, 43, 58)
30.30861;59.46136;(2023, 8, 23, 13, 43, 59)
30.28191;59.50256;(2023, 8, 23, 13, 44, 0)
30.28191;59.55901;(2023, 8, 23, 13, 44, 1)
30.28191;59.57122;(2023, 8, 23, 13, 44, 2)
30.28191;59.55901;(2023, 8, 23, 13, 44, 3)
30.25253;59.49798;(2023, 8, 23, 13, 44, 4)
30.26855;59.45373;(2023, 8, 23, 13, 44, 5)
30.26855;59.43084;(2023, 8, 23, 13, 44, 6)
30.23918;59.40337;(2023, 8, 23, 13, 44, 7)
30.25253;59.61242;(2023, 8, 23, 13, 44, 8)
30.26855;59.63684;(2023, 8, 23, 13, 44, 9)
30.25253;59.60022;(2023, 8, 23, 13, 44, 10)
30.26855;59.54528;(2023, 8, 23, 13, 44, 11)
30.26855;59.52239;(2023, 8, 23, 13, 44, 12)
30.26855;59.52239;(2023, 8, 23, 13, 44, 13)
30.23918;59.5758;(2023, 8, 23, 13, 44, 14)
30.25253;59.74975;(2023, 8, 23, 13, 44, 15)
30.25253;60.00153;(2023, 8, 23, 13, 44, 16)
30.23918;59.99848;(2023, 8, 23, 13, 44, 17)
30.26855;59.93438;(2023, 8, 23, 13, 44, 18)
30.22583;60.02137;(2023, 8, 23, 13, 44, 19)
30.22583;59.93896;(2023, 8, 23, 13, 44, 20)
30.20981;59.86877;(2023, 8, 23, 13, 44, 21)
30.20981;59.7879;(2023, 8, 23, 13, 44, 22)
30.22583;59.91607;(2023, 8, 23, 13, 44, 23)
30.22583;60.10224;(2023, 8, 23, 13, 44, 24)
30.20981;60.05341;(2023, 8, 23, 13, 44, 25)
30.20981;59.94812;(2023, 8, 23, 13, 44, 26)
30.19646;59.85504;(2023, 8, 23, 13, 44, 27)
30.22583;59.80163;(2023, 8, 23, 13, 44, 28)
30.20981;59.84588;(2023, 8, 23, 13, 44, 29)
30.19646;59.90081;(2023, 8, 23, 13, 44, 30)
30.20981;59.81079;(2023, 8, 23, 13, 44, 31)
30.20981;59.90234;(2023, 8, 23, 13, 44, 32)
30.19646;59.9115;(2023, 8, 23, 13, 44, 33)
30.19646;59.84283;(2023, 8, 23, 13, 44, 34)
30.19646;59.79705;(2023, 8, 23, 13, 44, 35)
30.20981;59.97101;(2023, 8, 23, 13, 44, 36)
30.19646;59.99237;(2023, 8, 23, 13, 44, 37)
30.19646;60.02594;(2023, 8, 23, 13, 44, 38)
30.20981;59.98322;(2023, 8, 23, 13, 44, 39)
30.22583;59.92828;(2023, 8, 23, 13, 44, 40)
30.22583;59.99695;(2023, 8, 23, 13, 44, 41)
30.22583;60.10224;(2023, 8, 23, 13, 44, 42)
30.20981;60.029;(2023, 8, 23, 13, 44, 43)
30.20981;59.96032;(2023, 8, 23, 13, 44, 44)
30.23918;59.89776;(2023, 8, 23, 13, 44, 45)
30.22583;59.8703;(2023, 8, 23, 13, 44, 46)
30.23918;59.86419;(2023, 8, 23, 13, 44, 47)
30.26855;59.93438;(2023, 8, 23, 13, 44, 48)
30.25253;60.15259;(2023, 8, 23, 13, 44, 49)
30.23918;60.25025;(2023, 8, 23, 13, 44, 50)
30.25253;60.15259;(2023, 8, 23, 13, 44, 51)
30.25253;59.97864;(2023, 8, 23, 13, 44, 52)
30.26855;59.83368;(2023, 8, 23, 13, 44, 53)
30.23918;59.73602;(2023, 8, 23, 13, 44, 54)
30.22583;59.74517;(2023, 8, 23, 13, 44, 55)
30.20981;59.68567;(2023, 8, 23, 13, 44, 56)
30.20981;59.65057;(2023, 8, 23, 13, 44, 57)
30.20981;59.54528;(2023, 8, 23, 13, 44, 58)
30.19646;59.4995;(2023, 8, 23, 13, 44, 59)
30.18311;59.49798;(2023, 8, 23, 13, 45, 0)
30.18311;59.5407;(2023, 8, 23, 13, 45, 1)
30.19646;59.57733;(2023, 8, 23, 13, 45, 2)
30.18311;59.60022;(2023, 8, 23, 13, 45, 3)
30.20981;59.76501;(2023, 8, 23, 13, 45, 4)
30.19646;59.78637;(2023, 8, 23, 13, 45, 5)
30.19646;59.86572;(2023, 8, 23, 13, 45, 6)
30.20981;59.89166;(2023, 8, 23, 13, 45, 7)
30.19646;59.90081;(2023, 8, 23, 13, 45, 8)
30.20981;59.81079;(2023, 8, 23, 13, 45, 9)
30.22583;59.74517;(2023, 8, 23, 13, 45, 10)
30.19646;59.93438;(2023, 8, 23, 13, 45, 11)
30.19646;60.03815;(2023, 8, 23, 13, 45, 12)
30.18311;60.17548;(2023, 8, 23, 13, 45, 13)
30.15373;60.01984;(2023, 8, 23, 13, 45, 14)
30.15373;60.0763;(2023, 8, 23, 13, 45, 15)
30.15373;60.0763;(2023, 8, 23, 13, 45, 16)
30.15373;60.01984;(2023, 8, 23, 13, 45, 17)
30.18311;59.96643;(2023, 8, 23, 13, 45, 18)
30.16975;59.86114;(2023, 8, 23, 13, 45, 19)
30.15373;59.83673;(2023, 8, 23, 13, 45, 20)
30.15373;59.77874;(2023, 8, 23, 13, 45, 21)
30.16975;59.79248;(2023, 8, 23, 13, 45, 22)
30.14038;59.80011;(2023, 8, 23, 13, 45, 23)
30.14038;59.83368;(2023, 8, 23, 13, 45, 24)
30.15373;59.99695;(2023, 8, 23, 13, 45, 25)
30.14038;60.029;(2023, 8, 23, 13, 45, 26)
30.12703;60.01526;(2023, 8, 23, 13, 45, 27)
30.15373;59.93896;(2023, 8, 23, 13, 45, 28)
30.12703;59.9237;(2023, 8, 23, 13, 45, 29)
30.12703;59.96949;(2023, 8, 23, 13, 45, 30)
30.12703;60.02594;(2023, 8, 23, 13, 45, 31)
30.12703;60.17548;(2023, 8, 23, 13, 45, 32)
30.16975;60.27314;(2023, 8, 23, 13, 45, 33)
30.15373;60.34027;(2023, 8, 23, 13, 45, 34)
30.15373;60.41047;(2023, 8, 23, 13, 45, 35)
30.16975;60.39979;(2023, 8, 23, 13, 45, 36)
30.16975;60.26398;(2023, 8, 23, 13, 45, 37)
30.16975;60.21668;(2023, 8, 23, 13, 45, 38)
30.16975;60.11292;(2023, 8, 23, 13, 45, 39)
30.15373;60.04273;(2023, 8, 23, 13, 45, 40)
30.15373;59.95117;(2023, 8, 23, 13, 45, 41)
30.14038;59.90234;(2023, 8, 23, 13, 45, 42)
30.15373;59.83673;(2023, 8, 23, 13, 45, 43)
30.15373;59.83673;(2023, 8, 23, 13, 45, 44)
30.16975;59.95269;(2023, 8, 23, 13, 45, 45)
30.15373;60.24872;(2023, 8, 23, 13, 45, 46)
30.15373;60.34027;(2023, 8, 23, 13, 45, 47)
30.16975;60.23957;(2023, 8, 23, 13, 45, 48)
30.16975;60.19532;(2023, 8, 23, 13, 45, 49)
30.15373;60.1709;(2023, 8, 23, 13, 45, 50)
30.14038;60.14344;(2023, 8, 23, 13, 45, 51)
30.15373;60.18006;(2023, 8, 23, 13, 45, 52)
30.15373;60.15717;(2023, 8, 23, 13, 45, 53)
30.15373;60.03052;(2023, 8, 23, 13, 45, 54)
30.15373;59.97406;(2023, 8, 23, 13, 45, 55)
30.15373;59.89318;(2023, 8, 23, 13, 45, 56)
30.16975;59.88403;(2023, 8, 23, 13, 45, 57)
30.15373;59.8825;(2023, 8, 23, 13, 45, 58)
30.18311;59.93286;(2023, 8, 23, 13, 45, 59)
30.16975;60.03357;(2023, 8, 23, 13, 46, 0)
30.18311;59.98932;(2023, 8, 23, 13, 46, 1)
30.16975;59.91912;(2023, 8, 23, 13, 46, 2)
30.18311;59.8413;(2023, 8, 23, 13, 46, 3)
30.16975;59.92981;(2023, 8, 23, 13, 46, 4)
30.16975;59.92981;(2023, 8, 23, 13, 46, 5)
30.18311;59.87487;(2023, 8, 23, 13, 46, 6)
30.16975;59.82757;(2023, 8, 23, 13, 46, 7)
30.18311;59.81842;(2023, 8, 23, 13, 46, 8)
30.16975;59.79248;(2023, 8, 23, 13, 46, 9)
30.18311;59.74975;(2023, 8, 23, 13, 46, 10)
30.19646;59.75128;(2023, 8, 23, 13, 46, 11)
30.20981;59.94812;(2023, 8, 23, 13, 46, 12)
30.22583;60.04425;(2023, 8, 23, 13, 46, 13)
30.20981;60.15412;(2023, 8, 23, 13, 46, 14)
30.22583;60.12207;(2023, 8, 23, 13, 46, 15)
30.18311;60.04883;(2023, 8, 23, 13, 46, 16)
30.19646;59.95727;(2023, 8, 23, 13, 46, 17)
30.19646;59.85504;(2023, 8, 23, 13, 46, 18)
30.16975;59.81536;(2023, 8, 23, 13, 46, 19)
30.18311;59.72686;(2023, 8, 23, 13, 46, 20)
30.18311;59.70398;(2023, 8, 23, 13, 46, 21)
30.18311;59.74975;(2023, 8, 23, 13, 46, 22)
30.19646;59.88861;(2023, 8, 23, 13, 46, 23)
30.18311;59.8413;(2023, 8, 23, 13, 46, 24)
30.20981;59.77722;(2023, 8, 23, 13, 46, 25)
30.19646;59.77417;(2023, 8, 23, 13, 46, 26)
30.18311;59.80621;(2023, 8, 23, 13, 46, 27)
30.18311;59.79553;(2023, 8, 23, 13, 46, 28)
30.18311;59.76043;(2023, 8, 23, 13, 46, 29)
30.18311;59.77264;(2023, 8, 23, 13, 46, 30)
30.19646;59.75128;(2023, 8, 23, 13, 46, 31)
30.18311;59.69177;(2023, 8, 23, 13, 46, 32)
30.16975;59.76959;(2023, 8, 23, 13, 46, 33)
30.16975;59.73602;(2023, 8, 23, 13, 46, 34)
30.16975;59.81536;(2023, 8, 23, 13, 46, 35)
30.16975;59.99848;(2023, 8, 23, 13, 46, 36)
30.16975;60.02137;(2023, 8, 23, 13, 46, 37)
30.19646;59.9237;(2023, 8, 23, 13, 46, 38)
30.18311;59.92065;(2023, 8, 23, 13, 46, 39)
30.18311;59.95575;(2023, 8, 23, 13, 46, 40)
30.16975;59.91912;(2023, 8, 23, 13, 46, 41)
30.18311;59.87487;(2023, 8, 23, 13, 46, 42)
30.18311;59.89776;(2023, 8, 23, 13, 46, 43)
30.19646;59.85504;(2023, 8, 23, 13, 46, 44)
30.19646;59.87793;(2023, 8, 23, 13, 46, 45)
30.18311;59.85199;(2023, 8, 23, 13, 46, 46)
30.15373;59.81384;(2023, 8, 23, 13, 46, 47)
30.18311;59.8413;(2023, 8, 23, 13, 46, 48)
30.15373;59.77874;(2023, 8, 23, 13, 46, 49)
30.18311;59.74975;(2023, 8, 23, 13, 46, 50)
30.18311;59.77264;(2023, 8, 23, 13, 46, 51)
30.18311;59.79553;(2023, 8, 23, 13, 46, 52)
30.20981;59.83368;(2023, 8, 23, 13, 46, 53)
30.16975;59.85046;(2023, 8, 23, 13, 46, 54)
30.18311;59.77264;(2023, 8, 23, 13, 46, 55)
30.18311;59.74975;(2023, 8, 23, 13, 46, 56)
30.16975;59.73602;(2023, 8, 23, 13, 46, 57)
30.16975;59.71313;(2023, 8, 23, 13, 46, 58)
30.15373;59.69635;(2023, 8, 23, 13, 46, 59)
30.18311;59.76043;(2023, 8, 23, 13, 47, 0)
30.16975;59.75891;(2023, 8, 23, 13, 47, 1)
30.15373;59.73144;(2023, 8, 23, 13, 47, 2)
30.15373;59.75586;(2023, 8, 23, 13, 47, 3)
30.16975;59.73602;(2023, 8, 23, 13, 47, 4)
30.15373;59.71008;(2023, 8, 23, 13, 47, 5)
30.15373;59.67651;(2023, 8, 23, 13, 47, 6)
30.18311;59.69177;(2023, 8, 23, 13, 47, 7)
30.15373;59.67651;(2023, 8, 23, 13, 47, 8)
30.16975;59.7818;(2023, 8, 23, 13, 47, 9)
30.16975;59.79248;(2023, 8, 23, 13, 47, 10)
30.15373;59.7879;(2023, 8, 23, 13, 47, 11)
30.15373;59.81384;(2023, 8, 23, 13, 47, 12)
30.16975;59.79248;(2023, 8, 23, 13, 47, 13)
30.15373;59.76806;(2023, 8, 23, 13, 47, 14)
30.14038;59.71923;(2023, 8, 23, 13, 47, 15)
30.14038;59.65057;(2023, 8, 23, 13, 47, 16)
30.11368;59.69024;(2023, 8, 23, 13, 47, 17)
30.14038;59.68567;(2023, 8, 23, 13, 47, 18)
30.14038;59.68567;(2023, 8, 23, 13, 47, 19)
30.14038;59.71923;(2023, 8, 23, 13, 47, 20)
30.09766;59.72229;(2023, 8, 23, 13, 47, 21)
30.11368;59.77264;(2023, 8, 23, 13, 47, 22)
30.15373;59.77874;(2023, 8, 23, 13, 47, 23)
30.15373;59.7879;(2023, 8, 23, 13, 47, 24)
30.15373;59.82299;(2023, 8, 23, 13, 47, 25)
30.15373;59.81384;(2023, 8, 23, 13, 47, 26)
30.14038;59.80011;(2023, 8, 23, 13, 47, 27)
30.15373;59.85962;(2023, 8, 23, 13, 47, 28)
30.14038;59.84588;(2023, 8, 23, 13, 47, 29)
30.11368;59.85199;(2023, 8, 23, 13, 47, 30)
30.12703;59.77417;(2023, 8, 23, 13, 47, 31)
30.14038;59.74212;(2023, 8, 23, 13, 47, 32)
30.12703;59.71771;(2023, 8, 23, 13, 47, 33)
30.11368;59.71466;(2023, 8, 23, 13, 47, 34)
30.11368;59.72381;(2023, 8, 23, 13, 47, 35)
30.12703;59.71771;(2023, 8, 23, 13, 47, 36)
30.11368;59.69024;(2023, 8, 23, 13, 47, 37)
30.09766;59.6643;(2023, 8, 23, 13, 47, 38)
30.11368;59.73755;(2023, 8, 23, 13, 47, 39)
30.14038;59.78637;(2023, 8, 23, 13, 47, 40)
30.14038;60.029;(2023, 8, 23, 13, 47, 41)
30.12703;60.15259;(2023, 8, 23, 13, 47, 42)
30.11368;60.07019;(2023, 8, 23, 13, 47, 43)
30.12703;60.01526;(2023, 8, 23, 13, 47, 44)
30.12703;60.00306;(2023, 8, 23, 13, 47, 45)
30.12703;59.9237;(2023, 8, 23, 13, 47, 46)
30.11368;59.93286;(2023, 8, 23, 13, 47, 47)
30.14038;59.90234;(2023, 8, 23, 13, 47, 48)
30.15373;59.90539;(2023, 8, 23, 13, 47, 49)
30.12703;59.81842;(2023, 8, 23, 13, 47, 50)
30.15373;59.77874;(2023, 8, 23, 13, 47, 51)
30.12703;59.77417;(2023, 8, 23, 13, 47, 52)
30.14038;59.77722;(2023, 8, 23, 13, 47, 53)
30.16975;59.85046;(2023, 8, 23, 13, 47, 54)
30.15373;59.84741;(2023, 8, 23, 13, 47, 55)
30.18311;59.8413;(2023, 8, 23, 13, 47, 56)
30.14038;59.78637;(2023, 8, 23, 13, 47, 57)
30.12703;59.78332;(2023, 8, 23, 13, 47, 58)
30.14038;59.74212;(2023, 8, 23, 13, 47, 59)
30.15373;59.69635;(2023, 8, 23, 13, 48, 0)
30.14038;59.74212;(2023, 8, 23, 13, 48, 1)
30.16975;59.71313;(2023, 8, 23, 13, 48, 2)
30.15373;59.72229;(2023, 8, 23, 13, 48, 3)
30.16975;59.7467;(2023, 8, 23, 13, 48, 4)
30.14038;59.67193;(2023, 8, 23, 13, 48, 5)
30.15373;59.63989;(2023, 8, 23, 13, 48, 6)
30.16975;59.65515;(2023, 8, 23, 13, 48, 7)
30.16975;59.69024;(2023, 8, 23, 13, 48, 8)
30.14038;59.65057;(2023, 8, 23, 13, 48, 9)
30.15373;59.66278;(2023, 8, 23, 13, 48, 10)
30.14038;59.69482;(2023, 8, 23, 13, 48, 11)
30.14038;59.77722;(2023, 8, 23, 13, 48, 12)
30.16975;59.73602;(2023, 8, 23, 13, 48, 13)
30.15373;59.72229;(2023, 8, 23, 13, 48, 14)
30.18311;59.72686;(2023, 8, 23, 13, 48, 15)
30.16975;59.79248;(2023, 8, 23, 13, 48, 16)
30.18311;59.81842;(2023, 8, 23, 13, 48, 17)
30.15373;59.7879;(2023, 8, 23, 13, 48, 18)
30.15373;59.74517;(2023, 8, 23, 13, 48, 19)
30.15373;59.69635;(2023, 8, 23, 13, 48, 20)
30.15373;59.63989;(2023, 8, 23, 13, 48, 21)
